"championId","championname","role1","role2","championLevel","attack","defense","magic","difficulty","hp","mp","mpperlevel","movespeed","armor","spellblock","attackrange","hpregen","mpregen","crit","attackdamage","attackspeed","summoners_playing","total_championpoints"
"166",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117,4955046
"33","Rammus","Tank","Fighter",4,4,10,5,5,564.48,310.44,33,335,36,32.1,125,8,7.84,0,55.88,0.656,301,4947585
"19","Warwick","Fighter","Tank",4,9,5,3,3,550,280,35,335,33,32.1,125,4,7.466,0,65,0.638,300,4926919
"235","Senna","Marksman","Mage",3,7,2,6,7,520,350,45,330,28,30,600,3.5,11.5,0,50,0.625,552,4923882
"888",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,4910272
"112","Viktor","Mage","n/a",3,2,4,10,9,530,405,25,335,23,30,525,8,8,0,53,0.658,547,4900648
"133","Quinn","Marksman","Assassin",4,9,4,2,5,532.8,268.8,35,335,28,30,525,5.5,6.972,0,59,0.668,300,4897047
"222","Jinx","Marksman","Marksman",3,9,2,4,6,610,245,45,325,28,30,525,3.75,6.7,0,57,0.625,541,4889724
"147",NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,4851759
"523","Aphelios","Marksman","Marksman",4,6,2,1,10,530,348,42,325,28,26,550,3.25,6.5,0,57,0.64,289,4851285
"117","Lulu","Support","Mage",3,4,5,7,5,525,350,55,330,29,30,550,6,11,0,47,0.625,554,4849707
"26","Zilean","Support","Mage",3,2,5,8,6,504,452,30,335,24,30,550,5.5,11.335,0,51.64,0.625,558,4837181
"98","Shen","Tank","n/a",3,3,9,3,4,540,400,0,340,34,32.1,125,8.5,50,0,60,0.751,537,4834502
"35","Shaco","Assassin","n/a",3,8,4,6,9,587,297.2,40,350,30,32.1,125,8.5,7.156,0,63,0.694,539,4825239
"526",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,4815995
"154","Zac","Tank","Fighter",3,3,7,7,8,615,0,0,340,33,32,175,8,0,0,60,0.736,542,4811557
"24","Jax","Fighter","Assassin",3,7,5,7,5,592.8,338.8,32,350,36,32.1,125,8.5,7.576,0,68,0.638,536,4810199
"61","Orianna","Mage","Support",3,4,3,9,7,530,418,25,325,17.04,26,525,7,8,0,40.368,0.658,530,4783772
"27","Singed","Tank","Fighter",4,4,8,7,5,580,330,45,345,34,32.1,125,9.5,7.5,0,63,0.613,290,4776460
"33","Rammus","Tank","Fighter",3,4,10,5,5,564.48,310.44,33,335,36,32.1,125,8,7.84,0,55.88,0.656,533,4751045
"8","Vladimir","Mage","n/a",3,2,6,8,7,537,2,0,330,23,30,450,7,0,0,55,0.658,522,4747362
"429","Kalista","Marksman","Marksman",3,8,2,4,7,534,250,45,325,21,30,525,3.75,6.3,0,69,0.694,526,4716175
"37","Sona","Support","Mage",3,5,2,8,4,482.36,340.6,45,325,28,30,550,5.5,11.5,0,49,0.644,534,4711283
"350","Yuumi","Support","Mage",3,5,1,8,2,480,400,45,330,25,25,500,7,10,0,55,0.625,539,4701166
"266","Aatrox","Fighter","Tank",3,8,4,3,4,580,0,0,345,38,32.1,175,3,0,0,60,0.651,528,4697859
"74","Heimerdinger","Mage","Support",4,2,6,8,8,488,385,20,340,19.04,30,550,7,8,0,55.536,0.625,288,4681589
"133","Quinn","Marksman","Assassin",3,9,4,2,5,532.8,268.8,35,335,28,30,525,5.5,6.972,0,59,0.668,525,4679080
"77","Udyr","Fighter","Tank",4,8,7,4,7,594,271,30,350,34,32.1,125,6,7.5,0,66,0.658,282,4646497
"141","Kayn","Fighter","Assassin",3,10,6,1,8,585,410,50,340,38,32.1,175,8,11.5,0,68,0.669,508,4625672
"39","Irelia","Fighter","Assassin",3,7,4,5,5,580,350,30,335,36,32,200,8.5,8,0,63,0.656,508,4619944
"74","Heimerdinger","Mage","Support",3,2,6,8,8,488,385,20,340,19.04,30,550,7,8,0,55.536,0.625,538,4616322
"60","Elise","Mage","Fighter",3,6,5,7,9,534,324,50,330,27,30,550,5.5,6,0,55,0.625,512,4606875
"122","Darius","Fighter","Tank",3,9,5,1,2,582.24,263,37.5,340,39,32.1,175,10,6.6,0,64,0.625,516,4604611
"34","Anivia","Mage","Support",6,1,4,10,10,480,495,25,325,21.22,30,600,5.5,8,0,51.376,0.625,102,4583700
"41","Gangplank","Fighter","n/a",3,7,6,4,9,540,282,40,345,35,32.1,125,6,7.5,0,64,0.658,505,4568554
"150","Gnar","Fighter","Tank",3,6,5,5,8,510,100,0,335,32,30,175,4.5,0,0,59,0.625,508,4553755
"55","Katarina","Assassin","Mage",3,4,3,9,8,602,0,0,340,27.88,32.1,125,7.5,0,0,58,0.658,516,4521751
"113","Sejuani","Tank","Fighter",4,5,7,6,4,560,400,40,340,34,32.1,150,8.5,7,0,66,0.688,273,4518861
"360",NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510,4517518
"90","Malzahar","Mage","Assassin",3,2,2,9,6,537,375,27.5,335,18,30,500,6,8,0,55,0.625,511,4517383
"58","Renekton","Fighter","Tank",3,8,5,2,3,575,100,0,345,35,32.1,125,8,0,0,69,0.665,499,4514098
"432","Bard","Support","Mage",3,4,4,5,9,560,350,50,330,34,30,500,5.5,6,0,52,0.625,503,4500201
"427","Ivern","Support","Mage",5,3,5,7,7,585,450,60,330,27,32.1,475,7,6,0,50,0.644,124,4488006
"268","Azir","Mage","Marksman",3,6,3,8,9,552,480,21,335,19.04,30,525,7,8,0,52,0.625,496,4477442
"887",NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,516,4472521
"420","Illaoi","Fighter","Tank",5,8,6,3,4,585.6,300,40,340,35,32.1,125,9.5,7.5,0,68,0.571,122,4468734
"27","Singed","Tank","Fighter",3,4,8,7,5,580,330,45,345,34,32.1,125,9.5,7.5,0,63,0.613,505,4466185
"77","Udyr","Fighter","Tank",3,8,7,4,7,594,271,30,350,34,32.1,125,6,7.5,0,66,0.658,498,4460951
"6","Urgot","Fighter","Tank",3,8,5,3,8,585,340,45,330,36,32.1,350,7.5,7.25,0,63,0.625,500,4459340
"113","Sejuani","Tank","Fighter",6,5,7,6,4,560,400,40,340,34,32.1,150,8.5,7,0,66,0.688,110,4456358
"105","Fizz","Assassin","Fighter",3,6,4,7,6,570,317.2,37,335,22.412,32.1,175,8,6,0,58.04,0.658,494,4456008
"40","Janna","Support","Mage",3,3,5,7,7,500,350,64,315,28,30,550,5.5,11.5,0,46,0.625,503,4443234
"27","Singed","Tank","Fighter",6,4,8,7,5,580,330,45,345,34,32.1,125,9.5,7.5,0,63,0.613,77,4431315
"34","Anivia","Mage","Support",3,1,4,10,10,480,495,25,325,21.22,30,600,5.5,8,0,51.376,0.625,503,4424139
"33","Rammus","Tank","Fighter",5,4,10,5,5,564.48,310.44,33,335,36,32.1,125,8,7.84,0,55.88,0.656,147,4398124
"114","Fiora","Fighter","Assassin",3,10,4,2,3,550,300,40,345,33,32.1,150,8.5,8,0,68,0.69,491,4380913
"119","Draven","Marksman","Marksman",3,9,3,1,8,605,360.56,39,330,29,30,550,3.75,8.042,0,60,0.679,495,4368240
"246","Qiyana","Assassin","Fighter",3,0,2,4,8,590,320,50,335,28,32.1,150,8.5,8,0,64,0.625,483,4367228
"523","Aphelios","Marksman","Marksman",3,6,2,1,10,530,348,42,325,28,26,550,3.25,6.5,0,57,0.64,484,4339221
"104","Graves","Marksman","Marksman",3,8,5,3,3,555,325,40,340,33,32,425,8,8,0,68,0.475,481,4333718
"145","Kaisa","Marksman","Marksman",3,8,5,3,6,600,344.88,38,335,28,30,525,3.5,8.2,0,59,0.644,474,4314567
"516","Ornn","Tank","Fighter",3,5,9,3,5,590,340.6,45,335,33,32.1,175,9,8.01,0,69,0.625,481,4294532
"113","Sejuani","Tank","Fighter",3,5,7,6,4,560,400,40,340,34,32.1,150,8.5,7,0,66,0.688,477,4293546
"121","Khazix","Assassin","n/a",3,9,4,3,6,572.8,327.2,40,350,36,32.1,125,7.5,7.59,0,63,0.668,472,4270979
"143","Zyra","Mage","Support",6,4,3,8,7,504,418,25,340,29,30,575,5.5,13,0,53.376,0.625,81,4234490
"51","Caitlyn","Marksman","Marksman",3,8,2,2,6,510,313.7,35,330,28,30,650,3.5,7.4,0,64,0.681,467,4220789
"36","DrMundo","Fighter","Tank",6,5,7,6,5,582.52,0,0,345,36,32.1,125,8,0,0,61.27,0.721,102,4212259
"497","Rakan","Support","n/a",3,2,4,8,5,540,315,50,335,32,32.1,300,5,8.75,0,62,0.635,470,4192461
"67","Vayne","Marksman","Assassin",3,10,1,1,8,515,231.8,35,330,23,30,550,3.5,6.972,0,60,0.658,466,4183067
"421","RekSai","Fighter","n/a",3,8,5,2,3,570,100,0,335,36,32.1,175,7.5,0,0,64,0.667,468,4174777
"92","Riven","Fighter","Assassin",3,8,5,1,8,560,0,0,340,33,32.1,125,8.5,0,0,64,0.625,468,4155006
"201","Braum","Support","Tank",3,3,9,4,3,540,310.6,45,335,47,32.1,125,8.5,6,0,55.376,0.644,465,4138497
"350","Yuumi","Support","Mage",4,5,1,8,2,480,400,45,330,25,25,500,7,10,0,55,0.625,251,4137180
"26","Zilean","Support","Mage",6,2,5,8,6,504,452,30,335,24,30,550,5.5,11.335,0,51.64,0.625,97,4122413
"887",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,253,4109067
"44","Taric","Support","Fighter",5,4,8,5,3,575,300,60,340,40,32.1,150,6,8.5,0,55,0.625,120,4090371
"164","Camille","Fighter","Tank",3,8,6,3,4,575.6,338.8,32,340,35,32.1,125,8.5,8.15,0,68,0.644,448,4031324
"267","Nami","Support","Mage",4,4,3,7,5,475,365,43,335,29,30,550,5.5,11.5,0,51.208,0.644,242,4019548
"236","Lucian","Marksman","Marksman",3,8,5,3,6,571,348.88,38,335,28,30,500,3.75,8.176,0,64,0.638,446,4016858
"240","Kled","Fighter","Tank",6,8,2,2,7,340,100,0,345,35,32.1,125,6,0,0,65,0.625,91,4016719
"202","Jhin","Marksman","Mage",3,10,2,6,6,585,300,50,330,24,30,550,3.75,6,0,59,0.625,449,4016532
"142","Zoe","Mage","Support",3,1,7,8,5,560,425,25,340,20.8,30,550,6.5,8,0,58,0.625,457,4007710
"221",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,239,4006581
"245","Ekko","Assassin","Fighter",3,5,3,7,8,585,280,50,340,32,32,125,9,7,0,58,0.688,428,3940604
"238","Zed","Assassin","n/a",3,9,2,1,7,584,200,0,345,32,32.1,125,7,50,0,63,0.651,425,3854727
"412","Thresh","Support","Fighter",3,5,6,6,7,560.52,273.92,44,335,28,30,450,7,6,0,56,0.625,421,3827097
"518","Neeko","Mage","Support",3,1,1,9,5,540,450,30,340,21,30,550,7.5,7,0,48,0.625,435,3812730
"267","Nami","Support","Mage",3,4,3,7,5,475,365,43,335,29,30,550,5.5,11.5,0,51.208,0.644,432,3777424
"81","Ezreal","Marksman","Mage",3,7,2,6,7,530,375,50,325,22,30,550,4,8.5,0,60,0.625,412,3777136
"147",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,229,3765513
"136","AurelionSol","Mage","n/a",4,2,3,8,7,575,350,50,325,19,30,550,7,6,0,57,0.625,231,3757737
"420","Illaoi","Fighter","Tank",3,8,6,3,4,585.6,300,40,340,35,32.1,125,9.5,7.5,0,68,0.571,432,3745585
"147",NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,424,3738460
"44","Taric","Support","Fighter",3,4,8,5,3,575,300,60,340,40,32.1,150,6,8.5,0,55,0.625,421,3712391
"32","Amumu","Tank","Mage",2,2,6,8,3,613.12,287.2,40,335,33,32.1,125,9,7.382,0,53.38,0.736,1031,3710624
"518","Neeko","Mage","Support",6,1,1,9,5,540,450,30,340,21,30,550,7.5,7,0,48,0.625,87,3709700
"518","Neeko","Mage","Support",4,1,1,9,5,540,450,30,340,21,30,550,7.5,7,0,48,0.625,225,3705128
"427","Ivern","Support","Mage",3,3,5,7,7,585,450,60,330,27,32.1,475,7,6,0,50,0.644,417,3696788
"107","Rengar","Assassin","Fighter",3,7,4,2,8,585,4,0,345,34,32.1,125,7,0,0,68,0.667,416,3692904
"83","Yorick","Fighter","Tank",5,6,6,4,6,580,300,40,340,39,32,175,8,7.5,0,62,0.625,88,3691564
"64","LeeSin","Fighter","Assassin",3,8,5,3,6,575,200,0,345,33,32.1,125,7.5,50,0,70,0.651,398,3565219
"44","Taric","Support","Fighter",4,4,8,5,3,575,300,60,340,40,32.1,150,6,8.5,0,55,0.625,217,3555771
"6","Urgot","Fighter","Tank",4,8,5,3,8,585,340,45,330,36,32.1,350,7.5,7.25,0,63,0.625,219,3549991
"44","Taric","Support","Fighter",6,4,8,5,3,575,300,60,340,40,32.1,150,6,8.5,0,55,0.625,78,3514959
"221",NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,398,3509980
"78","Poppy","Tank","Fighter",2,6,7,2,6,540,280,40,345,38,32,125,8,7,0,64,0.625,961,3464189
"33","Rammus","Tank","Fighter",6,4,10,5,5,564.48,310.44,33,335,36,32.1,125,8,7.84,0,55.88,0.656,84,3457079
"240","Kled","Fighter","Tank",3,8,2,2,7,340,100,0,345,35,32.1,125,6,0,0,65,0.625,401,3444778
"420","Illaoi","Fighter","Tank",4,8,6,3,4,585.6,300,40,340,35,32.1,125,9.5,7.5,0,68,0.571,213,3438879
"16","Soraka","Support","Mage",2,2,5,7,3,535,425,40,325,32,30,550,2.5,11.5,0,50,0.625,953,3414571
"30","Karthus","Mage","n/a",2,2,2,10,7,550,467,30.5,335,20.88,30,450,6.5,8,0,45.66,0.625,919,3399756
"74","Heimerdinger","Mage","Support",2,2,6,8,8,488,385,20,340,19.04,30,550,7,8,0,55.536,0.625,936,3385102
"36","DrMundo","Fighter","Tank",2,5,7,6,5,582.52,0,0,345,36,32.1,125,8,0,0,61.27,0.721,933,3355600
"136","AurelionSol","Mage","n/a",3,2,3,8,7,575,350,50,325,19,30,550,7,6,0,57,0.625,389,3330873
"1","Annie","Mage","n/a",2,2,3,10,6,524,418,25,335,19.22,30,625,5.5,8,0,50.41,0.579,923,3323309
"427","Ivern","Support","Mage",4,3,5,7,7,585,450,60,330,27,32.1,475,7,6,0,50,0.644,199,3312587
"10","Kayle","Fighter","Support",2,6,6,7,7,600,330,50,335,26,34,175,5,8,0,50,0.625,905,3286809
"20","Nunu","Tank","Fighter",2,4,6,7,4,570,280,42,345,32,32.1,125,5,7,0,61,0.625,913,3271908
"6","Urgot","Fighter","Tank",6,8,5,3,8,585,340,45,330,36,32.1,350,7.5,7.25,0,63,0.625,75,3256953
"9","Fiddlesticks","Mage","Support",2,2,3,9,9,580.4,500,28,335,34,30,480,5.5,8,0,55.36,0.625,885,3245448
"74","Heimerdinger","Mage","Support",6,2,6,8,8,488,385,20,340,19.04,30,550,7,8,0,55.536,0.625,76,3237421
"86","Garen","Fighter","Tank",2,7,7,1,5,620,0,0,340,36,32.1,175,8,0,0,66,0.625,886,3232435
"711",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,3230991
"27","Singed","Tank","Fighter",2,4,8,7,5,580,330,45,345,34,32.1,125,9.5,7.5,0,63,0.613,924,3225572
"26","Zilean","Support","Mage",2,2,5,8,6,504,452,30,335,24,30,550,5.5,11.335,0,51.64,0.625,890,3208552
"240","Kled","Fighter","Tank",4,8,2,2,7,340,100,0,345,35,32.1,125,6,0,0,65,0.625,196,3205206
"23","Tryndamere","Fighter","Assassin",2,10,5,2,5,625.64,100,0,345,33,32.1,125,8.5,0,0,69,0.67,873,3137241
"157","Yasuo","Fighter","Assassin",3,8,4,4,10,490,100,0,345,30,32,175,6.5,0,0,60,0.697,349,3125940
"34","Anivia","Mage","Support",2,1,4,10,10,480,495,25,325,21.22,30,600,5.5,8,0,51.376,0.625,877,3125626
"876","Lillia","Fighter","Mage",6,0,2,10,8,580,410,50,330,20,32.1,325,9,11.5,0,61,0.625,78,3124998
"427","Ivern","Support","Mage",6,3,5,7,7,585,450,60,330,27,32.1,475,7,6,0,50,0.644,73,3121069
"420","Illaoi","Fighter","Tank",6,8,6,3,4,585.6,300,40,340,35,32.1,125,9.5,7.5,0,68,0.571,75,3109425
"15","Sivir","Marksman","Marksman",2,9,3,1,4,562,284,50,335,26,30,500,3.25,8,0,63,0.625,843,3069690
"33","Rammus","Tank","Fighter",2,4,10,5,5,564.48,310.44,33,335,36,32.1,125,8,7.84,0,55.88,0.656,856,3067214
"166",NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,351,3063489
"143","Zyra","Mage","Support",3,4,3,8,7,504,418,25,340,29,30,575,5.5,13,0,53.376,0.625,354,3048365
"876","Lillia","Fighter","Mage",2,0,2,10,8,580,410,50,330,20,32.1,325,9,11.5,0,61,0.625,855,3037561
"166",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183,3028484
"102","Shyvana","Fighter","Tank",2,8,6,3,4,595,100,0,350,38,32.1,125,8.5,0,0,66,0.658,823,3025811
"2","Olaf","Fighter","Tank",2,9,5,3,3,597.24,315.6,42,350,35,32.1,125,8.5,7.466,0,68,0.694,829,3017113
"56","Nocturne","Assassin","Fighter",2,9,5,2,4,585,275,35,345,38,32.1,125,7,7,0,62,0.721,826,3011454
"62","MonkeyKing","Fighter","Tank",2,8,5,2,3,540,300,45,345,31,28,175,4,8,0,68,0.711,819,3011049
"31","Chogath","Tank","Mage",2,3,7,7,5,574.4,272.2,40,345,38,32.1,125,9,7.206,0,69,0.625,821,3007086
"161","Velkoz","Mage","n/a",2,2,2,10,8,520,469,21,340,21.88,30,525,5.5,8,0,54.9379,0.625,844,2994648
"350","Yuumi","Support","Mage",2,5,1,8,2,480,400,45,330,25,25,500,7,10,0,55,0.625,852,2991726
"888",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,2977975
"72","Skarner","Fighter","Tank",3,7,6,5,5,601.28,320,40,335,38,32.1,125,9,7.206,0,65,0.625,349,2972083
"115","Ziggs","Mage","n/a",2,2,4,9,4,536,480,23.5,325,21.544,30,550,6.5,8,0,54.208,0.656,827,2969222
"711",NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,347,2965315
"37","Sona","Support","Mage",2,5,2,8,4,482.36,340.6,45,325,28,30,550,5.5,11.5,0,49,0.644,849,2943673
"68","Rumble","Fighter","Mage",2,3,6,8,10,589,100,0,345,31,32.1,125,8,0,0,61,0.644,810,2940842
"28","Evelynn","Assassin","Mage",2,4,2,7,10,572,315.6,42,335,37,32.1,125,8.5,8.108,0,61,0.667,818,2940446
"5","XinZhao","Fighter","Assassin",2,8,6,3,2,570,273.8,35,345,35,32.1,175,8,7.256,0,66,0.645,787,2936542
"19","Warwick","Fighter","Tank",2,9,5,3,3,550,280,35,335,33,32.1,125,4,7.466,0,65,0.638,833,2931049
"234",NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,795,2923393
"526",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,2910072
"82","Mordekaiser","Fighter","n/a",2,4,6,7,4,575,100,0,335,37,32,175,5,0,0,61,0.625,791,2904041
"14","Sion","Tank","Fighter",2,5,9,3,5,545,330,42,345,32,32.1,175,7.5,8,0,68,0.679,803,2899290
"57","Maokai","Tank","Mage",2,3,8,6,3,565,375,43,335,39,32.1,125,5,7.2,0,63.54,0.8,797,2886858
"133","Quinn","Marksman","Assassin",2,9,4,2,5,532.8,268.8,35,335,28,30,525,5.5,6.972,0,59,0.668,816,2880991
"25","Morgana","Mage","Support",2,1,6,8,1,560,340,60,335,25,30,450,5.5,11,0,56,0.625,792,2875593
"101","Xerath","Mage","n/a",2,1,3,10,8,526,459,22,340,21.88,30,525,5.5,8,0,54.7,0.625,770,2874423
"127","Lissandra","Mage","n/a",2,2,5,8,6,550,475,30,325,22,30,550,7,8,0,53,0.656,788,2864955
"887",NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,818,2857911
"63","Brand","Mage","n/a",2,2,2,9,4,519.68,469,21,340,21.88,30,550,5.5,10.665,0,57.04,0.625,802,2854800
"17","Teemo","Marksman","Assassin",2,5,3,7,6,528,334,20,330,24.3,30,500,5.5,9.6,0,54,0.69,784,2852365
"711",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174,2844545
"6","Urgot","Fighter","Tank",2,8,5,3,8,585,340,45,330,36,32.1,350,7.5,7.25,0,63,0.625,811,2838619
"43","Karma","Mage","Support",2,1,7,8,5,534,374,50,335,26,30,525,5.5,11.5,0,53.544,0.625,765,2831095
"89","Leona","Tank","Support",2,4,8,3,4,576.16,302.2,40,335,47,32.1,125,8.5,6,0,60.04,0.625,782,2829959
"13","Ryze","Mage","Fighter",2,2,2,10,7,575,300,50,340,22,36,550,8,8,0,58,0.625,767,2824136
"42","Corki","Marksman","Marksman",2,8,3,6,6,518,350.16,34,325,28,30,550,5.5,7.424,0,55,0.638,754,2821403
"44","Taric","Support","Fighter",2,4,8,5,3,575,300,60,340,40,32.1,150,6,8.5,0,55,0.625,807,2816071
"40","Janna","Support","Mage",2,3,5,7,7,500,350,64,315,28,30,550,5.5,11.5,0,46,0.625,778,2805293
"136","AurelionSol","Mage","n/a",5,2,3,8,7,575,350,50,325,19,30,550,7,6,0,57,0.625,75,2801510
"72","Skarner","Fighter","Tank",5,7,6,5,5,601.28,320,40,335,38,32.1,125,9,7.206,0,65,0.625,88,2789575
"45","Veigar","Mage","n/a",2,2,2,10,7,505,490,26,340,23,32,550,6.5,8,0,52,0.625,767,2779581
"254","Vi","Fighter","Assassin",2,8,5,3,4,585,295,45,340,30,32.1,125,10,8,0,63,0.644,769,2773047
"12","Alistar","Tank","Support",2,6,9,5,7,600,350,40,330,44,32.1,125,8.5,8.5,0,62,0.625,750,2772179
"143","Zyra","Mage","Support",4,4,3,8,7,504,418,25,340,29,30,575,5.5,13,0,53.376,0.625,168,2755811
"117","Lulu","Support","Mage",2,4,5,7,5,525,350,55,330,29,30,550,6,11,0,47,0.625,754,2745053
"11","MasterYi","Assassin","Fighter",2,10,4,2,4,598.56,250.56,42,355,33,32.1,125,7.5,7.256,0,66,0.679,749,2741281
"54","Malphite","Tank","Fighter",2,5,9,7,2,574.2,282.2,40,335,37,32.1,125,7,7.324,0,61.97,0.736,767,2740277
"4","TwistedFate","Mage","n/a",2,6,2,6,9,534,333,19,335,21,30,525,5.5,8,0,52,0.651,753,2739737
"518","Neeko","Mage","Support",2,1,1,9,5,540,450,30,340,21,30,550,7.5,7,0,48,0.625,766,2723330
"111","Nautilus","Tank","Fighter",2,4,6,6,6,576.48,400,47,325,39,32.1,175,8.5,8.626,0,61,0.706,749,2722961
"48","Trundle","Fighter","Tank",2,7,6,2,5,616,281,45,350,37,32.1,175,6,7.5,0,68,0.67,746,2705786
"136","AurelionSol","Mage","n/a",2,2,3,8,7,575,350,50,325,19,30,550,7,6,0,57,0.625,781,2697364
"69","Cassiopeia","Mage","n/a",2,2,3,9,10,560,350,40,328,18,32,550,5.5,8,0,53,0.647,745,2697289
"420","Illaoi","Fighter","Tank",2,8,6,3,4,585.6,300,40,340,35,32.1,125,9.5,7.5,0,68,0.571,762,2692592
"85","Kennen","Mage","Marksman",2,6,4,7,4,541,200,0,335,29,30,550,5.5,50,0,48,0.625,743,2683444
"133","Quinn","Marksman","Assassin",6,9,4,2,5,532.8,268.8,35,335,28,30,525,5.5,6.972,0,59,0.668,63,2676478
"201","Braum","Support","Tank",2,3,9,4,3,540,310.6,45,335,47,32.1,125,8.5,6,0,55.376,0.644,731,2671886
"80","Pantheon","Fighter","Assassin",2,9,4,3,4,580,317.12,31,355,40,28,175,10,7.356,0,64,0.644,736,2669445
"223","TahmKench","Support","Tank",2,3,9,6,5,600,325,40,335,47,32.1,175,6.5,8,0,56,0.658,741,2667392
"72","Skarner","Fighter","Tank",4,7,6,5,5,601.28,320,40,335,38,32.1,125,9,7.206,0,65,0.625,162,2660574
"106","Volibear","Fighter","Tank",2,7,7,4,3,580,350,50,340,31,32,150,9,6.25,0,60,0.625,740,2658639
"90","Malzahar","Mage","Assassin",2,2,2,9,6,537,375,27.5,335,18,30,500,6,8,0,55,0.625,733,2651058
"22","Ashe","Marksman","Mage",2,7,3,2,4,570,280,32,325,26,30,600,3.5,6.972,0,61,0.658,727,2650813
"777","Yone","Assassin","Fighter",2,8,4,4,8,550,500,0,345,28,32,175,7.5,0,0,60,0.625,723,2646479
"21","MissFortune","Marksman","Marksman",2,8,2,5,1,570,325.84,35,325,28,30,550,3.75,8.042,0,52,0.656,739,2639891
"99","Lux","Mage","Support",2,2,4,9,5,490,480,23.5,330,18.72,30,550,5.5,8,0,53.54,0.669,712,2637487
"96","KogMaw","Marksman","Mage",2,8,2,5,6,565,325,40,330,24,30,500,3.75,8.75,0,61,0.665,727,2636039
"50","Swain","Mage","Fighter",2,2,6,9,8,525,468,28.5,325,22.72,30,525,7,8,0,58,0.625,733,2625620
"163","Taliyah","Mage","Support",2,1,7,8,5,532,425,30,335,20,30,525,7,9.335,0,58,0.625,735,2617164
"147",NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,745,2616284
"3","Galio","Tank","Mage",2,1,10,6,5,562,500,40,335,24,32,150,8,9.5,0,59,0.625,715,2592171
"35","Shaco","Assassin","n/a",2,8,4,6,9,587,297.2,40,350,30,32.1,125,8.5,7.156,0,63,0.694,722,2577150
"113","Sejuani","Tank","Fighter",2,5,7,6,4,560,400,40,340,34,32.1,150,8.5,7,0,66,0.688,716,2572838
"267","Nami","Support","Mage",2,4,3,7,5,475,365,43,335,29,30,550,5.5,11.5,0,51.208,0.644,728,2567619
"79","Gragas","Fighter","Mage",2,4,7,6,5,600,400,47,330,35,32.1,125,5.5,6,0,64,0.675,704,2567582
